id,이미지id,촬영날짜,촬영시간,주목객체,병해부위,촬영부위,작물,질병명,생육단계,height,width,촬영지역,내부 온도 1 평균,내부 온도 1 최고,내부 온도 1 최저,내부 이슬점 평균,내부 이슬점 최고,내부 이슬점 최저,피해정도,데이터종류
10173,10173.jpg,20211102,1224,"[{'x': 85.04384455605158, 'h': 426.5690104166667, 'y': 50.59229290674603, 'w': 231.69996279761904}]","[{'x': 89.7314220610119, 'h': 146.65400235615078, 'y': 189.880130828373, 'id': 0, 'w': 114.51067243303571}, {'x': 202.2331349206349, 'h': 200.89592633928572, 'y': 272.91710069444446, 'id': 1, 'w': 77.01010664682539}, {'x': 113.83892919146825, 'h': 137.27889384920636, 'y': 338.5430927579365, 'id': 2, 'w': 86.38524615575396}, {'x': 184.15249875992063, 'h': 40.17919146825397, 'y': 145.68302021329364, 'id': 3, 'w': 50.22398933531746}]",3,3,b3,13,512,384,0,14.179591836734701,14.290136054421776,14.060544217687069,10.321768707482997,10.52006802721088,10.130952380952385,1,2
10192,10192.jpg,20211103,1022,"[{'x': 100.44624255952381, 'h': 337.5037822420635, 'y': 125.89425998263889, 'w': 159.3767826140873}]","[{'x': 103.12484499007937, 'h': 328.7983010912698, 'y': 129.91216362847223, 'id': 0, 'w': 153.34991939484127}]",3,5,b8,13,512,384,0,13.635374149659869,13.75204081632655,13.510884353741499,9.230952380952377,9.44931972789114,9.022448979591834,1,2
10199,10199.jpg,20211126,0922,"[{'x': 114.27698722718254, 'h': 276.374503968254, 'y': 104.43157862103175, 'w': 153.30696614583334}]","[{'x': 187.41426401289684, 'h': 53.79811507936508, 'y': 313.99798487103175, 'id': 0, 'w': 53.446459573412696}, {'x': 138.187251984127, 'h': 37.271856398809526, 'y': 305.9107142857143, 'id': 1, 'w': 38.6783699156746}, {'x': 184.60128348214286, 'h': 41.13971044146825, 'y': 155.76832217261904, 'id': 2, 'w': 20.39405071924603}, {'x': 216.24722532242063, 'h': 14.416480654761905, 'y': 227.14749193948413, 'id': 3, 'w': 23.910264756944443}, {'x': 189.17237103174602, 'h': 17.229461185515873, 'y': 223.9828869047619, 'id': 4, 'w': 14.06485615079365}, {'x': 145.92292906746033, 'h': 11.603515625, 'y': 231.01531498015873, 'id': 5, 'w': 14.06485615079365}, {'x': 235.5864025297619, 'h': 8.790535094246032, 'y': 207.10506572420636, 'id': 6, 'w': 5.625945560515873}, {'x': 248.59640066964286, 'h': 5.625945560515873, 'y': 178.62371341765873, 'id': 7, 'w': 6.329194568452381}]",3,3,b7,13,512,384,0,10.301360544217689,10.401020408163271,10.195748299319737,6.360374149659865,6.593367346938773,6.1197278911564545,1,2
10201,10201.jpg,20210928,1647,"[{'x': 86.57617962549604, 'h': 366.09669518849205, 'y': 85.34009951636905, 'w': 213.96865699404762}]",[],3,3,00,12,512,384,0,21.262040816326536,21.346530612244916,21.167755102040847,18.117959183673484,18.32244897959184,17.90408163265306,0,0
10224,10224.jpg,20211007,1046,"[{'x': 128.77678571428572, 'h': 194.32204861111111, 'y': 255.97191220238096, 'w': 223.98369295634922}]",[],3,1,00,12,512,384,0,22.656462585034006,22.849319727891153,22.459863945578228,18.413945578231285,18.749659863945592,18.070748299319717,0,0
10226,10226.jpg,20210624,1433,"[{'x': 38.5046328125, 'h': 303.85178125, 'y': 113.00271875, 'w': 300.5035625}]",[],1,3,00,13,512,384,0,22.10850340136054,22.215646258503426,21.98469387755103,17.925850340136048,18.155102040816303,17.706122448979578,0,0
10238,10238.jpg,20211101,1442,"[{'x': 41.11458720858135, 'h': 406.077628968254, 'y': 0.0, 'w': 257.2807229662698}]","[{'x': 144.6429656498016, 'h': 115.77644469246032, 'y': 289.8258308531746, 'id': 0, 'w': 103.24305555555556}, {'x': 165.30040922619048, 'h': 57.85801091269841, 'y': 230.83212425595238, 'id': 1, 'w': 63.215262276785715}, {'x': 248.03741939484127, 'h': 61.608072916666664, 'y': 281.79002356150795, 'id': 2, 'w': 26.786117311507937}]",3,3,b3,13,512,384,0,14.316326530612251,14.42517006802723,14.207142857142856,10.386734693877555,10.589455782312925,10.200680272108842,1,2
10251,10251.jpg,20211103,1034,"[{'x': 46.90204923115079, 'h': 405.9751674107143, 'y': 38.94878859747024, 'w': 223.07428075396825}]","[{'x': 113.14258587549604, 'h': 97.71462673611111, 'y': 192.34353298611111, 'id': 0, 'w': 87.77172464037699}, {'x': 131.31408110119048, 'h': 72.00024801587301, 'y': 360.6869729662698, 'id': 1, 'w': 105.25751023065476}, {'x': 170.3999255952381, 'h': 95.65745907738095, 'y': 265.3723648313492, 'id': 2, 'w': 79.20027281746032}, {'x': 195.4285869295635, 'h': 86.74314856150794, 'y': 173.82917906746033, 'id': 3, 'w': 74.40025111607143}, {'x': 46.62806532118056, 'h': 99.42892020089286, 'y': 118.97184244791667, 'id': 4, 'w': 64.11450970362104}, {'x': 103.19969928075396, 'h': 88.80030846974206, 'y': 104.22892640128968, 'id': 5, 'w': 70.2859623015873}, {'x': 104.57112630208333, 'h': 85.37174479166667, 'y': 287.65814112103175, 'id': 6, 'w': 66.85736762152777}, {'x': 183.085689484127, 'h': 72.00024801587301, 'y': 94.97175719246032, 'id': 7, 'w': 77.82883804563492}]",3,3,b8,13,512,384,0,13.635374149659869,13.752380952380973,13.511904761904765,9.222789115646256,9.440476190476177,9.01530612244898,1,2
10252,10252.jpg,20211103,1021,"[{'x': 85.04428633432539, 'h': 395.09371899801585, 'y': 92.4117451016865, 'w': 175.44839719742063}]","[{'x': 89.06218998015873, 'h': 383.0399925595238, 'y': 97.76894996279762, 'id': 0, 'w': 166.74293154761904}]",3,5,b8,13,512,384,0,13.635374149659869,13.75204081632655,13.510884353741499,9.230952380952377,9.44931972789114,9.022448979591834,1,2
10263,10263.jpg,20211102,1201,"[{'x': 85.37800719246032, 'h': 380.86749751984127, 'y': 72.82523406498017, 'w': 170.76260230654762}]","[{'x': 92.91166759672619, 'h': 368.3114459325397, 'y': 79.52178664434524, 'id': 0, 'w': 155.69528149801587}]",3,5,b6,13,512,384,0,14.188775510204085,14.295918367346944,14.07210884353741,10.348299319727897,10.53945578231292,10.1608843537415,1,2
10274,10274.jpg,20211015,0912,"[{'x': 32.091070265997026, 'h': 163.09063430059524, 'y': 141.02432105654762, 'w': 145.09747023809524}]",[],3,1,00,12,512,384,0,22.255102040816343,22.443197278911573,22.061224489795933,18.140476190476186,18.51734693877552,17.797619047619055,0,0
10299,10299.jpg,20211019,0859,"[{'x': 41.904765625, 'h': 409.142875, 'y': 65.79046875, 'w': 508.952375}]",[],3,4,00,13,512,682,0,17.13246753246753,17.33701298701299,16.93246753246753,12.255194805194803,12.93246753246753,11.512337662337657,0,0
10300,10300.jpg,20211103,1803,"[{'x': 78.6814468625992, 'h': 362.4519469246032, 'y': 83.70714750744048, 'w': 216.8014942956349}]","[{'x': 136.45695374503967, 'h': 37.02870783730159, 'y': 298.97247023809524, 'id': 0, 'w': 26.40008060515873}, {'x': 154.9712921626984, 'h': 30.17151847718254, 'y': 250.62944878472223, 'id': 1, 'w': 17.828636532738095}, {'x': 146.7426990327381, 'h': 28.45724826388889, 'y': 199.88640873015873, 'id': 2, 'w': 18.85720486111111}, {'x': 111.08543371775794, 'h': 17.828652033730158, 'y': 270.8580729166667, 'id': 3, 'w': 15.085766989087302}]",3,3,b8,13,512,384,0,13.896598639455789,14.014965986394571,13.771428571428572,9.882312925170073,10.101020408163265,9.678571428571445,1,2
10304,10304.jpg,20210924,1140,"[{'x': 79.01743086557539, 'h': 490.85370163690476, 'y': 0.0, 'w': 107.14405846974206}]",[],5,3,00,11,512,384,0,20.407560137457036,20.548797250859106,20.258762886597953,16.72130584192439,17.007560137457038,16.438831615120257,0,0
10323,10323.jpg,20211103,1534,"[{'x': 98.74233475942461, 'h': 441.8767361111111, 'y': 0.0, 'w': 201.60112847222223}]","[{'x': 99.56519717261905, 'h': 440.2310267857143, 'y': 0.8228604755704365, 'id': 0, 'w': 199.95538814484127}]",3,3,b6,13,512,384,0,13.848979591836741,13.978571428571444,13.713945578231296,8.8921768707483,9.149999999999993,8.648979591836737,1,2
10328,10328.jpg,20210622,1545,"[{'x': 57.58953515625, 'h': 486.1628125, 'y': 0.0, 'w': 272.54584375}]","[{'x': 156.685703125, 'h': 26.05715625, 'y': 420.34284375, 'id': 0, 'w': 25.714296875}, {'x': 102.857140625, 'h': 35.3143125, 'y': 298.97140625, 'id': 1, 'w': 18.8571484375}, {'x': 180.342859375, 'h': 28.11428125, 'y': 388.11428125, 'id': 2, 'w': 22.971421875}, {'x': 208.5725, 'h': 9.3333828125, 'y': 50.6669296875, 'id': 3, 'w': 10.285765625}]",3,3,a9,13,512,384,0,23.380612244897954,23.490476190476187,23.256462585034022,17.304081632653066,17.537074829931957,17.061564625850355,1,1
10345,10345.jpg,20210923,0946,"[{'x': 33.46778385416667, 'h': 466.386125, 'y': 30.780947916666666, 'w': 639.940875}]",[],3,1,00,11,512,682,0,23.033333333333324,23.239115646258508,22.815986394557836,19.135714285714286,19.463265306122455,18.812244897959207,0,0
10348,10348.jpg,20210915,1610,"[{'x': 100.45586867559524, 'h': 330.5188802083333, 'y': 128.5732189360119, 'w': 200.91708519345238}]",[],3,3,00,11,512,384,0,21.886734693877578,22.004761904761928,21.757823129251705,17.152721088435378,17.423129251700693,16.886734693877553,0,0
10365,10365.jpg,20211126,0926,"[{'x': 129.10701884920636, 'h': 304.2903645833333, 'y': 99.64437624007937, 'w': 131.78772941468253}]","[{'x': 142.50007750496033, 'h': 76.07257564484127, 'y': 324.64781746031747, 'id': 0, 'w': 84.10842943948413}]",3,3,b7,13,512,384,0,10.301360544217689,10.401020408163271,10.195748299319737,6.360374149659865,6.593367346938773,6.1197278911564545,1,2
10369,10369.jpg,20210713,0741,"[{'x': 171.4272590112434, 'h': 345.15356316137564, 'y': 95.2410404265873, 'w': 312.390625}]",[],1,6,00,24,512,682,0,30.35816326530615,30.55578231292518,30.163605442176916,25.078061224489787,25.484523809523825,24.68775510204083,0,0
10418,10418.jpg,20210701,1845,"[{'x': 0.0, 'h': 481.8063725490196, 'y': 25.83412263210369, 'w': 641.9665171153207}]",[],3,6,00,24,512,740,0,25.18979591836735,25.373129251700664,25.00238095238096,20.675510204081633,21.102721088435363,20.264965986394547,0,0
10419,10419.jpg,20210624,1109,"[{'x': 29.047229585193453, 'h': 218.12468998015873, 'y': 138.90265376984127, 'w': 212.31507316468253}]",[],1,3,00,13,512,242,0,22.138095238095225,22.248639455782346,22.006802721088462,17.798639455782332,18.040816326530592,17.56530612244897,0,0
10421,10421.jpg,20210714,1019,"[{'x': 101.90346561418686, 'h': 483.81513119953865, 'y': 0.0, 'w': 496.90866493656284}]",[],3,6,00,24,512,682,0,28.83127147766324,28.912027491408946,28.7405498281787,25.52783505154638,25.789347079037768,25.239175257731965,0,0
10442,10442.jpg,20211013,1712,"[{'x': 102.01732235863095, 'h': 487.86427331349205, 'y': 15.695365784660218, 'w': 235.4304935515873}]","[{'x': 106.47309802827381, 'h': 41.51831442212302, 'y': 115.84950861855158, 'id': 0, 'w': 36.161109561011905}, {'x': 162.72372581845238, 'h': 33.48251488095238, 'y': 358.26292782738096, 'id': 1, 'w': 32.812872023809526}, {'x': 147.32176959325398, 'h': 28.12531001984127, 'y': 303.35159350198415, 'id': 2, 'w': 30.803912450396826}, {'x': 163.39336867559524, 'h': 30.803920200892858, 'y': 93.08139570932539, 'id': 3, 'w': 19.419859871031747}]",3,2,a5,12,512,384,0,19.182312925170066,19.361904761904775,18.99693877551021,15.017687074829903,15.352380952380917,14.695238095238073,2,1
10462,10462.jpg,20210622,1323,"[{'x': 1.9420508732871404, 'h': 322.00722346230157, 'y': 92.27959914434524, 'w': 239.44126674107142}]","[{'x': 111.40301804315476, 'h': 66.46006944444444, 'y': 346.3053695436508, 'id': 0, 'w': 36.1583503844246}, {'x': 51.05421471974206, 'h': 33.739335317460316, 'y': 315.62168278769843, 'id': 1, 'w': 33.99394686259921}, {'x': 51.56348818824405, 'h': 23.553865947420636, 'y': 210.074947296627, 'id': 2, 'w': 28.77389865451389}, {'x': 107.71079024057539, 'h': 13.623046875, 'y': 330.8998635912698, 'id': 3, 'w': 36.66763547867063}, {'x': 155.45509362599208, 'h': 16.042100694444443, 'y': 259.34706721230157, 'id': 4, 'w': 25.08167472718254}, {'x': 53.218622116815474, 'h': 10.185438368055555, 'y': 136.35774739583334, 'id': 5, 'w': 35.01248992435516}, {'x': 122.98897104414682, 'h': 15.023546006944445, 'y': 113.18583364335318, 'id': 6, 'w': 16.424037388392858}, {'x': 98.41656591021825, 'h': 12.604507688492063, 'y': 271.82424975198415, 'id': 7, 'w': 16.169402591765873}, {'x': 176.58990575396825, 'h': 8.148359995039682, 'y': 96.76179625496032, 'id': 8, 'w': 15.023546006944445}, {'x': 111.02106584821429, 'h': 9.039589533730158, 'y': 107.20188492063492, 'id': 9, 'w': 9.548859126984127}, {'x': 129.86414930555554, 'h': 7.002495659722222, 'y': 97.78034319196429, 'id': 10, 'w': 9.421549479166666}, {'x': 154.9458240327381, 'h': 8.021050347222221, 'y': 362.2201450892857, 'id': 11, 'w': 7.38445560515873}, {'x': 169.07814050099208, 'h': 5.220052083333333, 'y': 344.7775607638889, 'id': 12, 'w': 6.747860863095238}, {'x': 160.4205109126984, 'h': 4.328814794146825, 'y': 96.63447885664682, 'id': 13, 'w': 7.002495659722222}]",3,3,a9,13,512,242,0,23.38265306122449,23.494557823129256,23.25510204081633,17.448979591836743,17.67312925170067,17.20272108843539,2,1
10478,10478.jpg,20210715,1750,"[{'x': 27.22295686923963, 'h': 484.07620967741934, 'y': 8.213824884792627, 'w': 235.4211693548387}]",[],1,6,00,24,512,262,0,27.18809523809526,27.32857142857142,27.038095238095245,24.416666666666668,24.73639455782312,24.126870748299325,0,0
10480,10480.jpg,20211018,1641,"[{'x': 70.47515190972223, 'h': 398.10503472222223, 'y': 72.38272982804233, 'w': 462.86851025132273}]","[{'x': 383.26926256613757, 'h': 57.05237268518518, 'y': 210.65490658068782, 'id': 0, 'w': 70.70593584656085}]",3,2,a5,12,512,682,0,17.023809523809526,17.24251700680274,16.801020408163282,15.323129251700665,15.573809523809492,15.070748299319698,2,1
10496,10496.jpg,20210916,1036,"[{'x': 109.12354290674604, 'h': 339.4989459325397, 'y': 125.29127914186508, 'w': 241.34449404761904}]",[],3,3,00,11,512,384,0,21.31632653061226,21.44829931972791,21.178571428571445,16.29387755102041,16.576530612244905,16.018367346938778,0,0
10505,10505.jpg,20210622,1024,"[{'x': 46.87520151289682, 'h': 512.0, 'y': 0.0, 'w': 277.23338293650795}]","[{'x': 250.51429191468253, 'h': 18.28569878472222, 'y': 258.971431671627, 'id': 0, 'w': 9.599981398809524}]",3,3,a9,13,512,384,0,23.36938775510205,23.48197278911565,23.24285714285716,17.522108843537424,17.73639455782313,17.287414965986414,1,1
10513,10513.jpg,20210916,0953,"[{'x': 45.842958333333335, 'h': 442.920625, 'y': 62.584546875, 'w': 603.672375}]",[],3,1,00,11,512,682,0,22.277210884353767,22.447619047619053,22.10680272108845,17.012925170068023,17.276530612244898,16.744897959183678,0,0
10519,10519.jpg,20211014,1105,"[{'x': 42.857142857142854, 'h': 512.0, 'y': 0.0, 'w': 266.7261904761905}]",[],3,2,00,13,512,384,0,20.973300970873783,21.443203883495134,20.596601941747572,18.557281553398056,19.337378640776674,17.695631067961177,0,0
10523,10523.jpg,20210915,1557,"[{'x': 120.41665891617063, 'h': 145.7685546875, 'y': 189.07662140376985, 'w': 14.259959387400794}]",[],5,3,00,11,512,242,0,21.887755102040845,22.005102040816347,21.759183673469394,17.159863945578238,17.427551020408178,16.894897959183673,0,0
10525,10525.jpg,20211001,1244,"[{'x': 51.8951484375, 'h': 423.5581875, 'y': 33.48284765625, 'w': 280.4189375}]",[],3,3,00,12,512,384,0,21.171088435374145,21.276190476190475,21.0639455782313,18.854421768707482,19.062244897959197,18.650680272108833,0,0
10540,10540.jpg,20210915,1100,"[{'x': 61.23418898809524, 'h': 330.373046875, 'y': 108.14902653769842, 'w': 230.619140625}]",[],3,3,00,11,512,384,0,21.937074829931998,22.052040816326542,21.80782312925171,17.412585034013613,17.67278911564628,17.1360544217687,0,0
10546,10546.jpg,20210923,1436,"[{'x': 120.53575303819444, 'h': 349.55747767857144, 'y': 0.0, 'w': 72.3222423735119}]",[],5,3,00,11,512,384,0,21.277551020408165,21.425850340136083,21.118367346938804,17.974489795918355,18.251020408163264,17.708163265306126,0,0
10549,10549.jpg,20210810,1702,"[{'x': 228.69316123188406, 'h': 467.4816576086956, 'y': 21.860660908385093, 'w': 207.39596273291926}]","[{'x': 244.38795613354037, 'h': 206.27490942028984, 'y': 173.2036425983437, 'id': 0, 'w': 139.01137098861284}]",1,5,a7,13,512,682,0,26.997278911564624,27.17993197278912,26.805442176870763,22.081972789115646,22.379591836734694,21.80680272108843,2,1
10601,10601.jpg,20211007,0941,"[{'x': 74.99899243551587, 'h': 208.9304005456349, 'y': 229.90380084325398, 'w': 165.00142609126985}]",[],3,1,00,12,512,384,0,22.614965986394555,22.81326530612245,22.412585034013603,18.427210884353737,18.764625850340153,18.08503401360543,0,0
10612,10612.jpg,20210714,1020,"[{'x': 134.28479130622839, 'h': 415.2429354094579, 'y': 30.47654447808535, 'w': 473.3388480392157}]",[],3,6,00,24,512,682,0,28.841237113402077,28.92233676975946,28.74982817869416,25.5316151202749,25.795532646048077,25.240893470790386,0,0
10635,10635.jpg,20211015,0923,"[{'x': 121.02681717218137, 'h': 144.41119025735293, 'y': 286.9263556985294, 'w': 130.50724762561273}]",[],3,1,00,12,512,384,0,22.264965986394575,22.453401360544223,22.06972789115648,18.14489795918367,18.523809523809536,17.799319727891163,0,0
10649,10649.jpg,20211102,1141,"[{'x': 63.61635044642857, 'h': 396.765128968254, 'y': 91.23921906001983, 'w': 178.29318576388889}]","[{'x': 69.47574869791667, 'h': 385.88340153769843, 'y': 96.26157149057539, 'id': 0, 'w': 167.41145833333334}]",3,5,b6,13,512,384,0,14.191496598639459,14.29625850340137,14.076530612244891,10.365646258503405,10.55102040816326,10.183333333333335,1,2
10652,10652.jpg,20211126,0919,"[{'x': 74.71929253472223, 'h': 375.35931299603175, 'y': 83.51085069444444, 'w': 250.093021453373}]","[{'x': 113.39800347222223, 'h': 146.80329241071428, 'y': 239.1047557043651, 'id': 0, 'w': 50.985568576388886}, {'x': 83.94943576388889, 'h': 81.7527359250992, 'y': 107.68504309275794, 'id': 1, 'w': 71.20399305555556}, {'x': 134.49547371031747, 'h': 61.97386532738095, 'y': 388.9847470238095, 'id': 2, 'w': 76.47836061507937}, {'x': 211.41336495535714, 'h': 45.711216517857146, 'y': 311.6273251488095, 'id': 3, 'w': 65.05057973710318}, {'x': 78.23553757440476, 'h': 36.48105778769841, 'y': 192.07496279761904, 'id': 4, 'w': 39.55777219742063}, {'x': 175.37183779761904, 'h': 47.02979290674603, 'y': 339.757316468254, 'id': 5, 'w': 29.448567708333332}, {'x': 248.33395337301587, 'h': 24.17418464781746, 'y': 245.69771515376985, 'id': 6, 'w': 32.52529761904762}, {'x': 203.50181361607142, 'h': 17.141710069444443, 'y': 371.4035218253968, 'id': 7, 'w': 43.07401723710318}, {'x': 120.4304935515873, 'h': 22.416077628968253, 'y': 201.30510602678572, 'id': 8, 'w': 32.08575148809524}, {'x': 205.699466765873, 'h': 22.416046626984127, 'y': 284.81597222222223, 'id': 9, 'w': 18.899832589285715}, {'x': 211.41336495535714, 'h': 12.30685763888889, 'y': 390.30335441468253, 'id': 10, 'w': 19.778893849206348}, {'x': 280.4197048611111, 'h': 11.427796378968255, 'y': 178.00998263888889, 'id': 11, 'w': 11.427796378968255}]",3,3,b7,13,512,384,0,10.301870748299322,10.399829931972791,10.197619047619058,6.361904761904762,6.5940476190476165,6.12295918367346,1,2
10653,10653.jpg,20210923,1134,"[{'x': 91.42715625, 'h': 488.577125, 'y': 7.619136067708333, 'w': 580.959125}]",[],3,1,00,11,512,682,0,23.193537414965977,23.404421768707486,22.969387755102048,18.904421768707493,19.24251700680272,18.56088435374153,0,0
10677,10677.jpg,20210917,0919,"[{'x': 118.02506510416667, 'h': 226.00544084821428, 'y': 169.0855499751984, 'w': 130.5809306795635}]",[],3,3,00,11,512,384,0,22.227891156462583,22.353401360544243,22.10000000000003,17.01836734693879,17.281292517006783,16.757482993197293,0,0
10682,10682.jpg,20211017,1310,"[{'x': 241.9809441137566, 'h': 262.7047371031746, 'y': 202.97143683862433, 'w': 223.69522982804233}]","[{'x': 377.2952215608466, 'h': 109.10476603835978, 'y': 247.46666253306879, 'id': 0, 'w': 64.0}, {'x': 274.8952339616402, 'h': 69.48571841931216, 'y': 317.5619006283069, 'id': 1, 'w': 56.68572255291005}, {'x': 287.0857101521164, 'h': 29.257151124338623, 'y': 244.41904348544975, 'id': 2, 'w': 46.93334573412698}]",3,2,a5,12,512,682,0,19.35850340136055,19.562585034013622,19.14761904761906,17.32142857142855,17.589115646258474,17.054081632653034,2,1
10693,10693.jpg,20211019,1644,"[{'x': 89.46355716765873, 'h': 135.00206163194446, 'y': 177.85985553075398, 'w': 172.50263516865078}]","[{'x': 165.53614831349208, 'h': 21.4288814484127, 'y': 270.0041232638889, 'id': 0, 'w': 28.39329117063492}, {'x': 197.67950148809524, 'h': 15.535962301587302, 'y': 243.21799045138889, 'id': 1, 'w': 17.67883494543651}]",3,2,a5,12,512,384,0,17.58027210884354,17.80272108843539,17.353741496598666,15.665646258503367,15.928911564625817,15.354421768707452,2,1
10706,10706.jpg,20210706,1010,"[{'x': 57.76113671875, 'h': 454.6940625, 'y': 30.3129375, 'w': 235.068265625}]","[{'x': 72.853984375, 'h': 53.412140625, 'y': 69.5763515625, 'id': 0, 'w': 59.03446875}, {'x': 66.528859375, 'h': 35.8423671875, 'y': 130.7191953125, 'id': 1, 'w': 35.1395703125}, {'x': 103.3082734375, 'h': 40.059109375, 'y': 145.94634375, 'id': 2, 'w': 22.489328125}, {'x': 204.978765625, 'h': 30.92284375, 'y': 330.78046875, 'id': 3, 'w': 24.597703125}, {'x': 138.44784375, 'h': 22.4893125, 'y': 253.00490625, 'id': 4, 'w': 23.89490625}, {'x': 176.398578125, 'h': 23.192109375, 'y': 206.38640625, 'id': 5, 'w': 21.78653125}, {'x': 193.968375, 'h': 15.6956875, 'y': 379.0388125, 'id': 6, 'w': 26.00328125}, {'x': 79.4133671875, 'h': 18.975375, 'y': 167.732875, 'id': 7, 'w': 16.8669921875}, {'x': 132.825515625, 'h': 14.758625, 'y': 89.72303125, 'id': 8, 'w': 10.307609375}]",3,3,a9,13,512,384,0,23.393877551020438,23.465986394557834,23.310884353741518,20.94557823129254,21.10578231292518,20.773809523809526,1,1
10721,10721.jpg,20211008,0941,"[{'x': 159.0403071384804, 'h': 200.89715456495097, 'y': 239.40243949142157, 'w': 169.9254940257353}]",[],3,1,00,12,512,384,0,23.041156462585043,23.227551020408168,22.84523809523812,18.580952380952375,18.946938775510212,18.242517006802736,0,0
